"ID";"WijkenEnBuurten";"Gemeentenaam_1";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Bevolkingsdichtheid_33";"GemiddeldInkomenPerInwoner_66";"MeestVoorkomendePostcode_103"
"2471";"BU03750703";"Beverwijk                               ";"     715";"     340";"     375";"      80";"      95";"     150";"     260";"     140";"    2872";"       .";"      1945"
"2472";"WK037508  ";"Beverwijk                               ";"    2135";"    1095";"    1040";"     255";"     240";"     455";"     755";"     440";"     466";"       .";"         ."
"2473";"BU03750800";"Beverwijk                               ";"    2135";"    1090";"    1040";"     255";"     240";"     455";"     755";"     435";"    1277";"       .";"      1949"
"2474";"BU03750801";"Beverwijk                               ";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       .";"       .";"      1949"
"2475";"WK037509  ";"Beverwijk                               ";"     160";"      80";"      75";"      20";"      30";"      25";"      70";"      20";"      25";"       .";"         ."
"2476";"BU03750900";"Beverwijk                               ";"      70";"      35";"      30";"      10";"      10";"      15";"      35";"       5";"      49";"       .";"      1948"
"2477";"BU03750901";"Beverwijk                               ";"      30";"      15";"      10";"       5";"       5";"      10";"      15";"       5";"      20";"       .";"      1948"
"2478";"BU03750902";"Beverwijk                               ";"      55";"      25";"      30";"      10";"      15";"       5";"      25";"      10";"      17";"       .";"      1948"
"2479";"WK037510  ";"Beverwijk                               ";"    5870";"    2950";"    2920";"    1610";"     810";"    1700";"    1555";"     200";"    7626";"    27.0";"         ."
"2480";"BU03751000";"Beverwijk                               ";"    2630";"    1330";"    1300";"     630";"     450";"     575";"     880";"     100";"    7415";"    28.9";"      1948"
"2481";"BU03751001";"Beverwijk                               ";"    1105";"     555";"     550";"     345";"     150";"     360";"     245";"      15";"   10320";"       .";"      1948"
"2482";"BU03751002";"Beverwijk                               ";"     705";"     335";"     365";"     175";"      70";"     295";"     120";"      55";"    6642";"       .";"      1948"
"2483";"BU03751003";"Beverwijk                               ";"    1420";"     725";"     695";"     460";"     145";"     475";"     315";"      30";"    7079";"       .";"      1948"
"2484";"GM0310    ";"De Bilt                                 ";"   42846";"   20483";"   22363";"    7233";"    4583";"    8279";"   12609";"   10142";"     648";"    33.0";"         ."
"2485";"WK031001  ";"De Bilt                                 ";"    1185";"     615";"     565";"     195";"     175";"     230";"     395";"     195";"      99";"       .";"         ."
"2486";"BU03100101";"De Bilt                                 ";"    1185";"     615";"     565";"     195";"     175";"     230";"     395";"     195";"      99";"       .";"      3615"
"2487";"WK031002  ";"De Bilt                                 ";"    1590";"     795";"     795";"     230";"     190";"     280";"     585";"     320";"     194";"       .";"         ."
"2488";"BU03100202";"De Bilt                                 ";"    1590";"     795";"     795";"     230";"     190";"     280";"     585";"     320";"     194";"       .";"      3739"
"2489";"WK031003  ";"De Bilt                                 ";"    4960";"    2370";"    2590";"     850";"     580";"     950";"    1425";"    1170";"     685";"    25.6";"         ."
"2490";"BU03100303";"De Bilt                                 ";"    4960";"    2370";"    2590";"     850";"     580";"     950";"    1425";"    1170";"     685";"    25.6";"      3738"
"2491";"WK031004  ";"De Bilt                                 ";"    1870";"     920";"     945";"     315";"     245";"     325";"     630";"     365";"     159";"       .";"         ."
"2492";"BU03100404";"De Bilt                                 ";"    1870";"     920";"     945";"     315";"     245";"     325";"     630";"     365";"     159";"       .";"      3737"
"2493";"WK031005  ";"De Bilt                                 ";"    4660";"    2165";"    2495";"     680";"     445";"     845";"    1475";"    1230";"    4275";"    28.2";"         ."
"2494";"BU03100505";"De Bilt                                 ";"    4660";"    2165";"    2495";"     680";"     445";"     845";"    1475";"    1230";"    4275";"    28.2";"      3723"
"2495";"WK031006  ";"De Bilt                                 ";"    5215";"    2450";"    2765";"     965";"     550";"     575";"    1620";"    1520";"     526";"    55.8";"         ."
"2496";"BU03100606";"De Bilt                                 ";"    5215";"    2450";"    2765";"     965";"     550";"     575";"    1620";"    1520";"     526";"    55.8";"      3723"
"2497";"WK031007  ";"De Bilt                                 ";"    4535";"    2125";"    2405";"     680";"     475";"     645";"    1270";"    1475";"    1376";"    37.9";"         ."
"2498";"BU03100707";"De Bilt                                 ";"    4535";"    2125";"    2405";"     680";"     475";"     645";"    1270";"    1475";"    1376";"    37.9";"      3722"
"2499";"WK031008  ";"De Bilt                                 ";"    8025";"    3810";"    4210";"    1455";"     815";"    1865";"    2270";"    1635";"    3349";"    27.4";"         ."
"2500";"BU03100808";"De Bilt                                 ";"    8025";"    3810";"    4210";"    1455";"     815";"    1865";"    2270";"    1635";"    3349";"    27.4";"      3721"
"2501";"WK031009  ";"De Bilt                                 ";"    6015";"    2870";"    3145";"    1085";"     655";"    1265";"    1670";"    1350";"    2454";"    31.7";"         ."
"2502";"BU03100909";"De Bilt                                 ";"    6015";"    2870";"    3145";"    1085";"     655";"    1265";"    1670";"    1350";"    2454";"    31.7";"      3731"
"2503";"WK031010  ";"De Bilt                                 ";"    4775";"    2345";"    2430";"     800";"     470";"    1320";"    1290";"     905";"     613";"    27.9";"         ."
"2504";"BU03101010";"De Bilt                                 ";"    4775";"    2345";"    2430";"     800";"     470";"    1320";"    1290";"     905";"     613";"    27.9";"      3732"
"2505";"GM0585    ";"Binnenmaas                              ";"   29098";"   14409";"   14689";"    4672";"    2913";"    6244";"    8628";"    6641";"     420";"    28.3";"         ."
"2506";"WK058500  ";"Binnenmaas                              ";"    3595";"    1805";"    1790";"     590";"     335";"     810";"    1185";"     670";"     251";"    29.0";"         ."
"2507";"BU05850000";"Binnenmaas                              ";"     620";"     320";"     300";"      85";"      50";"     120";"     230";"     135";"    1485";"       .";"      3274"
"2508";"BU05850001";"Binnenmaas                              ";"     190";"     100";"      85";"      25";"      25";"      35";"      75";"      35";"     563";"       .";"      3274"
"2509";"BU05850002";"Binnenmaas                              ";"     600";"     305";"     290";"      95";"      60";"     130";"     225";"      90";"     845";"       .";"      3274"
"2510";"BU05850003";"Binnenmaas                              ";"    1950";"     960";"     990";"     355";"     175";"     485";"     580";"     355";"    6182";"       .";"      3274"
"2511";"BU05850004";"Binnenmaas                              ";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"      3274"
"2512";"BU05850009";"Binnenmaas                              ";"     225";"     105";"     115";"      30";"      25";"      40";"      80";"      55";"      18";"       .";"      3274"
